GEOID,tract,locality,state,pop_est,med_earn_16,med_earn_25,med_earn_nohs,med_earn_hs,med_earn_col,med_earn_bd,med_earn_gd,poverty_est,cpov_est,unemployment_rate,geometry,tract_name
51003011301,Census Tract 113.01,Albemarle County,Virginia,4929,45112,46807,62546,34840,34513,52549,79138,3.4,1.8,0.6,"list(list(c(-78.625558, -78.624432, -78.621807, -78.618172, -78.616699, -78.615414, -78.613536, -78.610157, -78.60595, -78.601905, -78.595401, -78.58923, -78.586751, -78.585221, -78.586931, -78.584745, -78.584825, -78.589688, -78.592994, -78.591095, -78.589007, -78.586828, -78.583438, -78.582033, -78.577617, -78.572805, -78.570402, -78.567633, -78.564591, -78.562513, -78.558854, -78.557491, -78.551799, -78.547191, -78.545331, -78.544312, -78.540444, -78.538478, -78.535095, -78.529891, -78.527935, 
-78.525957, -78.522911, -78.519467, -78.518904, -78.517335, -78.512985, -78.513166, -78.508775, -78.50571, -78.50556, -78.502264, -78.505566, -78.506333, -78.500412, -78.497208, -78.490304, -78.486994, -78.484731, -78.483099, -78.481101, -78.477078, -78.474746, -78.470864, -78.463562, -78.462652, -78.460485, -78.457841, -78.456696, -78.455233, -78.454975, -78.450904, -78.450667, -78.451751, -78.451386, -78.449882, -78.447455, -78.444768, -78.443165, -78.442989, -78.434582, -78.432495, -78.431029, 
-78.425468, -78.418268, -78.416742, -78.415599, -78.411587, -78.410151, -78.405396, -78.401943, -78.398346, -78.395162, -78.389506, -78.388259, -78.386835, -78.386479, -78.382587, -78.381111, -78.380676, -78.381263, -78.38101, -78.37771, -78.37485, -78.370578, -78.369353, -78.36929, -78.366568, -78.4205, -78.467764, -78.469097, -78.468625, -78.46875, -78.469681, -78.470492, -78.472032, -78.474167, -78.478444, -78.481305, -78.485098, -78.487244, -78.490775, -78.494301, -78.496776, -78.504372, -78.507619, 
-78.509416, -78.513792, -78.516156, -78.51911, -78.52502, -78.532178, -78.534408, -78.53882, -78.547327, -78.552985, -78.555546, -78.558541, -78.568936, -78.57471, -78.576154, -78.580607, -78.584537, -78.585871, -78.591387, -78.598791, -78.602184, -78.605676, -78.609483, -78.610163, -78.612244, -78.612316, -78.614268, -78.615781, -78.619397, -78.621788, -78.622392, -78.623985, -78.627243, -78.625558, 37.919658, 37.92213, 37.923097, 37.922097, 37.922932, 37.924487, 37.925341, 37.926229, 37.928148, 
37.931346, 37.937149, 37.938688, 37.940814, 37.942831, 37.943336, 37.945443, 37.947345, 37.950169, 37.951534, 37.952613, 37.952691, 37.954127, 37.955039, 37.959135, 37.963456, 37.969882, 37.972148, 37.974064, 37.977571, 37.978534, 37.978521, 37.979186, 37.979881, 37.981105, 37.980098, 37.981632, 37.983678, 37.98576, 37.990552, 37.99428, 37.993349, 37.994573, 37.994187, 37.997695, 37.998985, 37.999742, 37.998367, 37.997598, 37.996267, 37.996408, 37.994247, 37.993979, 37.98839, 37.981678, 37.988732, 
37.991001, 37.992778, 37.994615, 37.99865, 37.99974, 38.00383, 38.003011, 38.003719, 38.006383, 38.009362, 38.008354, 38.008535, 38.006055, 38.005895, 38.004445, 38.003026, 38.001332, 38.000712, 37.998355, 37.996979, 37.994618, 37.993312, 37.992871, 37.990053, 37.989449, 37.985945, 37.983234, 37.982332, 37.980703, 37.977983, 37.976785, 37.973941, 37.970446, 37.969869, 37.970364, 37.971109, 37.971362, 37.970922, 37.97121, 37.970806, 37.969371, 37.967657, 37.962985, 37.96019, 37.958182, 37.955683, 
37.953822, 37.949937, 37.948217, 37.947804, 37.945208, 37.942025, 37.938288, 37.87707, 37.823414, 37.824821, 37.827375, 37.83014, 37.830814, 37.833793, 37.837013, 37.839689, 37.839579, 37.837628, 37.836453, 37.831677, 37.831208, 37.832323, 37.8337, 37.838942, 37.841849, 37.84439, 37.848365, 37.849484, 37.851704, 37.856671, 37.856272, 37.857821, 37.859635, 37.861543, 37.864682, 37.864829, 37.86594, 37.875363, 37.878488, 37.879652, 37.88149, 37.884213, 37.885872, 37.887534, 37.89121, 37.891548, 37.892925, 
37.895663, 37.896393, 37.899417, 37.904242, 37.906882, 37.907655, 37.9086, 37.909769, 37.912084, 37.916012, 37.917519, 37.919658)))",Monticello - Carters Mountain
51003011302,Census Tract 113.02,Albemarle County,Virginia,5106,41898,48388,42899,31728,33977,61820,69497,21.7,34.2,3.7,"list(list(c(-78.528531, -78.529161, -78.52638, -78.525763, -78.525938, -78.527847, -78.527348, -78.527229, -78.526402, -78.524416, -78.521885, -78.520375, -78.519386, -78.518745, -78.519157, -78.51861, -78.517474, -78.513396, -78.51016, -78.508473, -78.505442, -78.503313, -78.508206, -78.512437, -78.512985, -78.517335, -78.518904, -78.519467, -78.522911, -78.525957, -78.527935, -78.529891, -78.528531, 37.995796, 37.997882, 38.001665, 38.002126, 38.002312, 38.005571, 38.00749, 38.007922, 38.013238, 
38.0164, 38.018328, 38.018355, 38.017213, 38.013629, 38.010655, 38.010678, 38.010357, 38.009737, 38.009774, 38.011378, 38.010324, 38.0102, 38.004377, 37.998636, 37.998367, 37.999742, 37.998985, 37.997695, 37.994187, 37.994573, 37.993349, 37.99428, 37.995796)))",Oak Hill - Southwood
51003011303,Census Tract 113.03,Albemarle County,Virginia,3975,54462,57672,22159,NA,55875,55827,75721,6.9,5.8,0.4,"list(list(c(-78.512985, -78.512437, -78.508206, -78.503313, -78.500899, -78.493665, -78.491355, -78.489124, -78.485365, -78.483357, -78.483023, -78.481235, -78.480221, -78.475661, -78.475109, -78.481101, -78.483099, -78.484731, -78.486994, -78.490304, -78.497208, -78.500412, -78.506333, -78.505566, -78.502264, -78.50556, -78.50571, -78.508775, -78.513166, -78.512985, 37.998367, 37.998636, 38.004377, 38.0102, 38.012097, 38.015276, 38.017503, 38.017543, 38.015923, 38.014951, 38.012058, 38.012024, 38.01337, 
38.014511, 38.013917, 38.00383, 37.99974, 37.99865, 37.994615, 37.992778, 37.991001, 37.988732, 37.981678, 37.98839, 37.993979, 37.994247, 37.996408, 37.996267, 37.997598, 37.998367)))",Avon Street Ext. - Mill Creek
51003011400,Census Tract 114,Albemarle County,Virginia,4697,45833,48478,32692,37619,47727,57182,55905,8.5,13.8,5.9,"list(list(c(-78.756205, -78.75291, -78.752514, -78.750183, -78.749888, -78.747101, -78.746149, -78.745276, -78.743262, -78.742347, -78.738935, -78.733319, -78.730786, -78.721663, -78.718938, -78.716828, -78.716032, -78.711682, -78.70896, -78.706169, -78.705354, -78.70365, -78.700478, -78.694783, -78.696703, -78.694293, -78.69295, -78.692237, -78.690731, -78.68922, -78.686756, -78.685191, -78.681201, -78.673307, -78.671629, -78.669184, -78.663848, -78.661151, -78.657447, -78.654267, -78.652231, -78.648578, 
-78.645642, -78.642072, -78.640971, -78.638906, -78.634875, -78.630883, -78.62906, -78.627243, -78.623985, -78.622392, -78.621788, -78.619397, -78.615781, -78.614268, -78.612316, -78.612244, -78.610163, -78.609483, -78.605676, -78.602184, -78.598791, -78.591387, -78.585871, -78.584537, -78.580607, -78.576154, -78.57471, -78.568936, -78.558541, -78.555546, -78.552985, -78.547327, -78.53882, -78.534408, -78.532178, -78.52502, -78.51911, -78.516156, -78.513792, -78.509416, -78.507619, -78.504372, -78.496776, 
-78.494301, -78.490775, -78.487244, -78.485098, -78.481305, -78.478444, -78.474167, -78.472032, -78.470492, -78.469681, -78.46875, -78.468625, -78.469097, -78.467764, -78.468477, -78.476588, -78.488578, -78.490566, -78.490771, -78.491345, -78.493726, -78.494996, -78.496659, -78.498269, -78.498783, -78.498612, -78.497114, -78.495388, -78.495431, -78.496601, -78.49954, -78.505516, -78.51048, -78.511991, -78.515701, -78.520337, -78.525543, -78.530322, -78.536571, -78.540593, -78.542249, -78.544774, 
-78.545573, -78.552263, -78.557089, -78.560307, -78.56507, -78.570146, -78.573155, -78.580797, -78.585448, -78.590426, -78.59485, -78.600997, -78.607131, -78.612023, -78.613919, -78.616798, -78.62053, -78.622311, -78.626658, -78.629193, -78.632297, -78.633821, -78.639363, -78.64167, -78.643918, -78.645809, -78.648463, -78.652162, -78.6542, -78.657388, -78.658228, -78.658311, -78.658777, -78.662295, -78.667123, -78.66856, -78.670514, -78.67477, -78.677589, -78.678479, -78.680866, -78.683909, -78.685549, 
-78.686087, -78.686088, -78.684263, -78.684578, -78.684084, -78.683463, -78.684521, -78.684678, -78.683406, -78.682603, -78.678525, -78.67653, -78.675042, -78.671651, -78.667747, -78.667455, -78.669942, -78.67202, -78.675243, -78.678938, -78.682597, -78.682951, -78.684307, -78.687038, -78.688315, -78.690798, -78.693336, -78.69271, -78.691717, -78.690338, -78.689077, -78.687429, -78.684287, -78.682441, -78.68568, -78.686885, -78.687566, -78.688439, -78.688298, -78.689409, -78.691524, -78.698094, -78.708046, 
-78.717323, -78.721771, -78.725983, -78.730265, -78.732117, -78.73395, -78.753516, -78.760379, -78.756205, 37.916799, 37.920345, 37.919702, 37.920416, 37.918596, 37.921362, 37.920879, 37.921831, 37.921572, 37.92077, 37.920466, 37.922233, 37.92105, 37.921317, 37.918881, 37.918249, 37.91732, 37.915368, 37.913503, 37.911111, 37.909728, 37.908872, 37.905054, 37.900692, 37.898171, 37.896603, 37.89703, 37.895051, 37.895638, 37.897793, 37.898749, 37.900089, 37.901432, 37.90778, 37.90837, 37.907061, 37.906983, 
37.907852, 37.9118, 37.91267, 37.913756, 37.916815, 37.917566, 37.920158, 37.919986, 37.918514, 37.918086, 37.916155, 37.917507, 37.917519, 37.916012, 37.912084, 37.909769, 37.9086, 37.907655, 37.906882, 37.904242, 37.899417, 37.896393, 37.895663, 37.892925, 37.891548, 37.89121, 37.887534, 37.885872, 37.884213, 37.88149, 37.879652, 37.878488, 37.875363, 37.86594, 37.864829, 37.864682, 37.861543, 37.859635, 37.857821, 37.856272, 37.856671, 37.851704, 37.849484, 37.848365, 37.84439, 37.841849, 37.838942, 
37.8337, 37.832323, 37.831208, 37.831677, 37.836453, 37.837628, 37.839579, 37.839689, 37.837013, 37.833793, 37.830814, 37.83014, 37.827375, 37.824821, 37.823414, 37.822604, 37.813564, 37.800099, 37.797935, 37.797588, 37.796956, 37.796177, 37.795672, 37.794018, 37.791231, 37.789272, 37.784663, 37.779544, 37.772443, 37.767642, 37.764369, 37.761594, 37.758956, 37.757494, 37.757323, 37.757437, 37.758059, 37.758217, 37.759427, 37.762302, 37.762684, 37.762957, 37.763941, 37.763998, 37.763293, 37.762424, 
37.760866, 37.759515, 37.757621, 37.757155, 37.754047, 37.754746, 37.755048, 37.756234, 37.756218, 37.756575, 37.756321, 37.755798, 37.754221, 37.750945, 37.749867, 37.748005, 37.746043, 37.742858, 37.741859, 37.739214, 37.73715, 37.733084, 37.732635, 37.732703, 37.732019, 37.72939, 37.729069, 37.72635, 37.723582, 37.722758, 37.722747, 37.724482, 37.724644, 37.725885, 37.729569, 37.730471, 37.731812, 37.732769, 37.734664, 37.736419, 37.737505, 37.74049, 37.744691, 37.746966, 37.750253, 37.751891, 
37.754351, 37.756807, 37.759729, 37.760167, 37.759928, 37.759401, 37.758088, 37.757067, 37.757722, 37.759409, 37.761436, 37.762252, 37.764534, 37.768644, 37.771881, 37.773174, 37.773843, 37.773975, 37.773324, 37.77106, 37.771187, 37.773677, 37.775403, 37.776508, 37.778448, 37.779313, 37.7797, 37.781105, 37.784032, 37.784379, 37.785705, 37.787204, 37.788432, 37.788836, 37.796782, 37.808098, 37.825101, 37.840273, 37.846965, 37.854062, 37.861262, 37.865174, 37.868869, 37.902557, 37.914346, 37.916799
)))",Southern Albemarle - Scottsville
51540000201,Census Tract 2.01,Charlottesville city,Virginia,3070,34093,37352,NA,35375,24013,36707,95119,23.7,11,5.1,"list(list(c(-78.498994, -78.493097, -78.493136, -78.479453, -78.478677, -78.478427, -78.483626, -78.485806, -78.486421, -78.490071, -78.493429, -78.496233, -78.500443, -78.498994, 38.043133, 38.045725, 38.046377, 38.044899, 38.045564, 38.045266, 38.038253, 38.036166, 38.035452, 38.037983, 38.0391, 38.040144, 38.041735, 38.043133)))",Rose Hill - Harris - Venable
51540000202,Census Tract 2.02,Charlottesville city,Virginia,5436,8508,36156,NA,NA,35497,NA,44848,61.9,66.7,11.5,"list(list(c(-78.503456, -78.501248, -78.500443, -78.496233, -78.493429, -78.490071, -78.486421, -78.491913, -78.493334, -78.49655, -78.498922, -78.497791, -78.499627, -78.501517, -78.503456, 38.036746, 38.040409, 38.041735, 38.040144, 38.0391, 38.037983, 38.035452, 38.03196, 38.031439, 38.031673, 38.032907, 38.033255, 38.034038, 38.036037, 38.036746)))",10th & Page - Venable
51540000302,Census Tract 3.02,Charlottesville city,Virginia,3038,42542,45662,NA,27253,28750,72569,60327,8.3,11.5,3.1,"list(list(c(-78.475233, -78.474113, -78.471427, -78.468204, -78.465847, -78.463745, -78.45943, -78.458535, -78.458673, -78.45991, -78.460959, -78.458684, -78.456268, -78.454123, -78.452213, -78.454668, -78.456868, -78.45908, -78.462089, -78.466477, -78.468781, -78.47352, -78.476596, -78.475233, 38.029575, 38.031085, 38.031642, 38.036182, 38.038348, 38.036877, 38.035036, 38.034559, 38.034443, 38.03318, 38.028519, 38.027561, 38.029505, 38.029577, 38.027733, 38.021604, 38.021288, 38.022352, 38.022528, 
38.022295, 38.023965, 38.027729, 38.028484, 38.029575)))",Woolen Mills
51540000401,Census Tract 4.01,Charlottesville city,Virginia,3882,40645,41289,21563,27625,35932,42031,88750,19,33,11,"list(list(c(-78.503857, -78.50005, -78.498731, -78.496802, -78.494559, -78.491837, -78.489123, -78.490287, -78.488002, -78.485528, -78.482378, -78.481736, -78.47762, -78.478052, -78.481404, -78.481962, -78.485365, -78.489124, -78.491355, -78.493665, -78.500899, -78.503313, -78.505442, -78.503857, 38.011124, 38.014345, 38.015509, 38.017727, 38.02054, 38.023926, 38.026025, 38.026812, 38.030325, 38.029616, 38.027, 38.02844, 38.026732, 38.025897, 38.021255, 38.020481, 38.015923, 38.017543, 38.017503, 
38.015276, 38.012097, 38.0102, 38.010324, 38.011124)))",Ridge St.
51540000402,Census Tract 4.02,Charlottesville city,Virginia,4167,44435,51199,21061,41688,32025,68690,82258,10.5,16.4,7.7,"list(list(c(-78.485365, -78.481962, -78.481404, -78.478052, -78.47762, -78.476596, -78.47352, -78.468781, -78.466477, -78.462089, -78.463562, -78.467685, -78.469202, -78.469504, -78.474959, -78.475109, -78.475661, -78.480221, -78.481235, -78.483023, -78.483357, -78.485365, 38.015923, 38.020481, 38.021255, 38.025897, 38.026732, 38.028484, 38.027729, 38.023965, 38.022295, 38.022528, 38.020533, 38.017892, 38.014555, 38.011745, 38.013758, 38.013917, 38.014511, 38.01337, 38.012024, 38.012058, 38.014951, 
38.015923)))",Belmont
51540000501,Census Tract 5.01,Charlottesville city,Virginia,4226,40080,41318,29828,26498,48538,52128,65391,26.4,43.9,1.3,"list(list(c(-78.504629, -78.49565, -78.493334, -78.489881, -78.488002, -78.490287, -78.489123, -78.491837, -78.494559, -78.496802, -78.5003, -78.503031, -78.503214, -78.503744, -78.505517, -78.504629, 38.028567, 38.030842, 38.031439, 38.030977, 38.030325, 38.026812, 38.026025, 38.023926, 38.02054, 38.017727, 38.022334, 38.024298, 38.024251, 38.025908, 38.028309, 38.028567)))",Fifeville - Cherry Avenue
51540000502,Census Tract 5.02,Charlottesville city,Virginia,5295,57905,62024,NA,34492,49423,68906,71176,13.7,19.9,4.3,"list(list(c(-78.52368, -78.514983, -78.511507, -78.510448, -78.509734, -78.505517, -78.503744, -78.503214, -78.503031, -78.5003, -78.496802, -78.498731, -78.50005, -78.503857, -78.505442, -78.508473, -78.51016, -78.513396, -78.517474, -78.51861, -78.519157, -78.518745, -78.519386, -78.520375, -78.520725, -78.521351, -78.522566, -78.52368, 38.022327, 38.025162, 38.026358, 38.026633, 38.026939, 38.028309, 38.025908, 38.024251, 38.024298, 38.022334, 38.017727, 38.015509, 38.014345, 38.011124, 38.010324, 
38.011378, 38.009774, 38.009737, 38.010357, 38.010678, 38.010655, 38.013629, 38.017213, 38.018355, 38.018749, 38.018868, 38.018129, 38.022327)))",Fry's Springs
51540000600,Census Tract 6,Charlottesville city,Virginia,3298,10197,35224,NA,NA,28750,40208,57546,64.5,0,5.5,"list(list(c(-78.523377, -78.523035, -78.520048, -78.520179, -78.516501, -78.514463, -78.513109, -78.51101, -78.509613, -78.508415, -78.503645, -78.501997, -78.498922, -78.49655, -78.493334, -78.49565, -78.504629, -78.505517, -78.509734, -78.510448, -78.511507, -78.514983, -78.52368, -78.523377, 38.023382, 38.026329, 38.026045, 38.029781, 38.028634, 38.028701, 38.029506, 38.030835, 38.032161, 38.032017, 38.032057, 38.032116, 38.032907, 38.031673, 38.031439, 38.030842, 38.028567, 38.028309, 38.026939, 
38.026633, 38.026358, 38.025162, 38.022327, 38.023382)))",JPA - Fontaine
51540000700,Census Tract 7,Charlottesville city,Virginia,4499,22008,67781,NA,26023,19077,45469,93917,22.9,2.9,4.8,"list(list(c(-78.517028, -78.516072, -78.513997, -78.514634, -78.511909, -78.511389, -78.506783, -78.504839, -78.50997, -78.507616, -78.503748, -78.500882, -78.498973, -78.495134, -78.48906, -78.485197, -78.483513, -78.482112, -78.478677, -78.479453, -78.493136, -78.493097, -78.498994, -78.500443, -78.501248, -78.504591, -78.505383, -78.506256, -78.508096, -78.51378, -78.514545, -78.515527, -78.516892, -78.517028, 38.040886, 38.043486, 38.044161, 38.044838, 38.044049, 38.043795, 38.044961, 38.047275, 
38.051941, 38.056269, 38.057069, 38.054819, 38.052775, 38.057414, 38.056767, 38.056164, 38.055269, 38.053789, 38.045564, 38.044899, 38.046377, 38.045725, 38.043133, 38.041735, 38.040409, 38.042791, 38.041104, 38.039625, 38.035831, 38.037063, 38.036765, 38.036644, 38.039879, 38.040886)))",Barracks - Rugby
51540000800,Census Tract 8,Charlottesville city,Virginia,3504,55757,64706,27438,33519,28125,74821,101202,13,28.2,1.2,"list(list(c(-78.503748, -78.500569, -78.502402, -78.495034, -78.492636, -78.491579, -78.485202, -78.482462, -78.480332, -78.479154, -78.477378, -78.474522, -78.474871, -78.471754, -78.472602, -78.466889, -78.465033, -78.464405, -78.467479, -78.468975, -78.472213, -78.478427, -78.478677, -78.482112, -78.483513, -78.485197, -78.48906, -78.495134, -78.498973, -78.500882, -78.503748, 38.057069, 38.05804, 38.060463, 38.065337, 38.063635, 38.061895, 38.068974, 38.067578, 38.065819, 38.06568, 38.06493, 
38.067588, 38.068728, 38.070509, 38.067476, 38.06783, 38.065237, 38.064699, 38.059071, 38.056432, 38.052543, 38.045266, 38.045564, 38.053789, 38.055269, 38.056164, 38.056767, 38.057414, 38.052775, 38.054819, 38.057069)))",Greenbrier - Meadows
51540000900,Census Tract 9,Charlottesville city,Virginia,2097,57978,62829,28262,32188,50972,51964,88938,7.7,0,3.5,"list(list(c(-78.478427, -78.472213, -78.471408, -78.472258, -78.47072, -78.470018, -78.46613, -78.46403, -78.462943, -78.457296, -78.458939, -78.45688, -78.454807, -78.449214, -78.447652, -78.447563, -78.4463, -78.446686, -78.447718, -78.449215, -78.453741, -78.454732, -78.454092, -78.455013, -78.457239, -78.458535, -78.45943, -78.463745, -78.465847, -78.46749, -78.468253, -78.469315, -78.471936, -78.475105, -78.478427, 38.045266, 38.052543, 38.050991, 38.04878, 38.04873, 38.046759, 38.0457, 38.049554, 
38.049521, 38.049412, 38.051005, 38.055613, 38.055108, 38.058929, 38.056589, 38.053525, 38.049421, 38.047904, 38.045713, 38.045306, 38.045762, 38.045278, 38.039243, 38.037399, 38.035206, 38.034559, 38.035036, 38.036877, 38.038348, 38.038999, 38.038994, 38.03909, 38.040493, 38.043065, 38.045266)))",Locust Grove
51540001000,Census Tract 10,Charlottesville city,Virginia,3777,52396,55412,45726,51250,24453,56867,71944,9.4,3.1,1.4,"list(list(c(-78.491913, -78.486421, -78.485806, -78.483626, -78.478427, -78.475105, -78.471936, -78.469315, -78.468253, -78.46749, -78.465847, -78.468204, -78.471427, -78.474113, -78.475233, -78.476596, -78.47762, -78.481736, -78.482378, -78.485528, -78.488002, -78.489881, -78.493334, -78.491913, 38.03196, 38.035452, 38.036166, 38.038253, 38.045266, 38.043065, 38.040493, 38.03909, 38.038994, 38.038999, 38.038348, 38.036182, 38.031642, 38.031085, 38.029575, 38.028484, 38.026732, 38.02844, 38.027, 
38.029616, 38.030325, 38.030977, 38.031439, 38.03196)))",Downtown
