incident_id,incident_date,state,city_or_county,address,victims_killed,victims_injured,suspects_killed,suspects_injured,suspects_arrested,characteristics,notes,participant_gender,participant_age_group,role,status,age
818082,2017-04-11,Virginia,Charlottesville,900 block of S 1st St,0,1,0,0,0,Shot - Wounded/Injured,shot following fist fight,male,30,victim,injured,30
816446,2017-04-09,Virginia,Charlottesville,2500 block of Hydraulic Rd,0,0,0,0,0,Shots Fired - No Injuries,shot fired from one apartment into neighboring occupied apartment,NA,NA,suspect,unharmed,NA
796007,2017-03-16,Virginia,Charlottesville,800 block of 6th St SE,0,1,0,0,3,Shot - Wounded/Injured; Possession of gun by felon or prohibited person,"near Bolling Ave, teen shot",male,18,suspect,unharmed,18
796007,2017-03-16,Virginia,Charlottesville,800 block of 6th St SE,0,1,0,0,3,Shot - Wounded/Injured; Possession of gun by felon or prohibited person,"near Bolling Ave, teen shot",male,19,suspect,unharmed,19
796007,2017-03-16,Virginia,Charlottesville,800 block of 6th St SE,0,1,0,0,3,Shot - Wounded/Injured; Possession of gun by felon or prohibited person,"near Bolling Ave, teen shot",male,20,suspect,unharmed,20
796007,2017-03-16,Virginia,Charlottesville,800 block of 6th St SE,0,1,0,0,3,Shot - Wounded/Injured; Possession of gun by felon or prohibited person,"near Bolling Ave, teen shot",male,16,victim,injured,16
768590,2017-02-05,Virginia,Charlottesville,10th St NW and Run St,1,1,0,0,0,"Shot - Wounded/Injured; Shot - Dead (murder, accidental, or suicide)","near University of Virginia, man shot",male,43,victim,killed,43
768590,2017-02-05,Virginia,Charlottesville,10th St NW and Run St,1,1,0,0,0,"Shot - Wounded/Injured; Shot - Dead (murder, accidental, or suicide)","near University of Virginia, man shot",female,NA,victim,injured,NA
739068,2016-12-30,Virginia,Charlottesville,500 block of 6th St SE,0,1,0,0,0,Shot - Wounded/Injured,"at Garrett St, teen shot",male,16,victim,injured,16
728111,2016-12-14,Virginia,Charlottesville,6th Street SW,0,2,0,0,0,Shot - Wounded/Injured,"woman and man shot, home and two cars also hit",male,49,victim,injured,49
728111,2016-12-14,Virginia,Charlottesville,6th Street SW,0,2,0,0,0,Shot - Wounded/Injured,"woman and man shot, home and two cars also hit",female,19,victim,injured,19
717685,2016-12-03,Virginia,Charlottesville,418 Garrett St,0,0,0,0,1,Shots Fired - No Injuries,shots fired struck parked vehicle at apartments,male,22,suspect,unharmed,22
700096,2016-11-13,Virginia,Charlottesville,500 block of 11th St NW,0,0,0,1,1,Shot - Wounded/Injured; Officer Involved Incident; Officer Involved Shooting - subject/suspect/perpetrator shot; Possession of gun by felon or prohibited person,"at Grady Avenue, man holding handgun confronted officers and was shot when they responded with gunfire",male,25,victim,injured,25
697388,2016-11-09,Virginia,Charlottesville,2400 block of Commonwealth Dr,1,0,0,0,1,"Shot - Dead (murder, accidental, or suicide)",man shot by former member of University of Virginia Police Department. Son killed by father.,male,84,suspect,unharmed,84
697388,2016-11-09,Virginia,Charlottesville,2400 block of Commonwealth Dr,1,0,0,0,1,"Shot - Dead (murder, accidental, or suicide)",man shot by former member of University of Virginia Police Department. Son killed by father.,male,47,victim,killed,47
670345,2016-10-05,Virginia,Charlottesville,400 block of Garrett Street,0,1,0,0,1,Shot - Wounded/Injured; Possession of gun by felon or prohibited person,man shot found in 200 block of Monticello Avenue at 2nd Street,male,19,suspect,unharmed,19
670345,2016-10-05,Virginia,Charlottesville,400 block of Garrett Street,0,1,0,0,1,Shot - Wounded/Injured; Possession of gun by felon or prohibited person,man shot found in 200 block of Monticello Avenue at 2nd Street,male,19,victim,injured,19
667175,2016-10-01,Virginia,Charlottesville,Minor Court Lane,0,3,0,0,1,Shot - Wounded/Injured; Bar/club incident - in or around establishment; Possession of gun by felon or prohibited person,"bar district near UVA, unclear if init felon suspect arrested is shooter",NA,Adult 18+,victim,injured,NA
667175,2016-10-01,Virginia,Charlottesville,Minor Court Lane,0,3,0,0,1,Shot - Wounded/Injured; Bar/club incident - in or around establishment; Possession of gun by felon or prohibited person,"bar district near UVA, unclear if init felon suspect arrested is shooter",male,23,suspect,unharmed,23
667175,2016-10-01,Virginia,Charlottesville,Minor Court Lane,0,3,0,0,1,Shot - Wounded/Injured; Bar/club incident - in or around establishment; Possession of gun by felon or prohibited person,"bar district near UVA, unclear if init felon suspect arrested is shooter",NA,Adult 18+,victim,injured,NA
667175,2016-10-01,Virginia,Charlottesville,Minor Court Lane,0,3,0,0,1,Shot - Wounded/Injured; Bar/club incident - in or around establishment; Possession of gun by felon or prohibited person,"bar district near UVA, unclear if init felon suspect arrested is shooter",male,Adult 18+,victim,injured,NA
667182,2016-10-01,Virginia,Charlottesville,Monticello Avenue,0,0,0,0,0,Shots Fired - No Injuries,"Crescent Halls community, shots fired struck building at apartments",male,22,suspect,unharmed,22
651241,2016-09-08,Virginia,Charlottesville,Glade Ln,0,0,0,0,1,Non-Shooting Incident; Home Invasion; Home Invasion - No death or injury - REQUIRES DGU,"Townwood Court neighborhood off Hydraulic Road, home invasion",male,23,suspect,unharmed,23
628050,2016-08-11,Virginia,Charlottesville,2300 block of Cumberland Road,0,1,0,0,1,Shot - Wounded/Injured,"Albemarle Co, teen shot at home when another teen discharged firearm",NA,Teen 12-17,suspect,unharmed,NA
628050,2016-08-11,Virginia,Charlottesville,2300 block of Cumberland Road,0,1,0,0,1,Shot - Wounded/Injured,"Albemarle Co, teen shot at home when another teen discharged firearm",NA,Teen 12-17,victim,injured,NA
608156,2016-07-19,Virginia,Charlottesville,800 block of Hardy Drive,0,0,0,0,1,Shots Fired - No Injuries; Domestic Violence,man fired shot at floor inside apartment during argument and debris hit woman,male,28,suspect,unharmed,28
605326,2016-07-17,Virginia,Charlottesville,400 block of Earhart Street.,1,0,0,0,2,"Shot - Dead (murder, accidental, or suicide)","off Emmet Street and the Route 250 Bypass, just man shot to death found in parking lot",N/A,23,victim,killed,23
605326,2016-07-17,Virginia,Charlottesville,400 block of Earhart Street.,1,0,0,0,2,"Shot - Dead (murder, accidental, or suicide)","off Emmet Street and the Route 250 Bypass, just man shot to death found in parking lot",N/A,23,suspect,unharmed,23
605326,2016-07-17,Virginia,Charlottesville,400 block of Earhart Street.,1,0,0,0,2,"Shot - Dead (murder, accidental, or suicide)","off Emmet Street and the Route 250 Bypass, just man shot to death found in parking lot",male,21,suspect,unharmed,21
605621,2016-07-17,Virginia,Charlottesville,800 block of Runnel Ct,0,0,0,0,1,Shots Fired - No Injuries,shots fired into occupied apartment,male,23,suspect,unharmed,23
602391,2016-07-10,Virginia,Charlottesville,2300 block of Commonwealth Dr,0,1,0,0,0,Shot - Wounded/Injured,man shot through front door of apartment,male,Adult 18+,victim,injured,NA
582603,2016-06-17,Virginia,Charlottesville,900 block of 1st St South,0,0,0,0,0,Shots Fired - No Injuries,"also 100 block of Elliewood Avenue, three separate shots fired incidents (two in same location), apartments and vehicle hit",NA,NA,suspect,unharmed,NA
579544,2016-06-12,Virginia,Charlottesville,1517 University Avenue,0,0,0,0,0,Shots Fired - No Injuries; Bar/club incident - in or around establishment,"UVA Corner, shot fired in front of business after disorder that started inside tavern and moved outsid",male,NA,suspect,unharmed,NA
579546,2016-06-12,Virginia,Charlottesville,Cherry Avenue and Bakers Street,0,0,0,0,0,"Shots Fired - No Injuries; Drive-by (car to street, car to car)",shots fired out of moving van,NA,NA,suspect,unharmed,NA
574152,2016-06-07,Virginia,Charlottesville,11th Street NW and Gordon Avenue,0,0,0,0,0,Shots Fired - No Injuries,"near University of Virginia, several people fired shots at each other in middle of street, houses and van hit, UVA sent out community-wide alert",NA,NA,suspect,unharmed,NA
568311,2016-05-18,Virginia,Charlottesville,700 block of 6th Street SE,0,0,0,0,1,Non-Shooting Incident; Domestic Violence,man came into residence and brandished firearm at another man during domestic issue involving his ex-girlfriend,male,22,suspect,unharmed,22
547897,2016-04-23,Virginia,Charlottesville,500 block of Nassau Street,0,0,0,0,1,Shots Fired - No Injuries,shots fired at moving car,male,18,suspect,unharmed,18
532529,2016-03-30,Virginia,Charlottesville,1300 block of Gordon Avenue,0,0,0,0,0,Non-Shooting Incident; LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,"near Lugo McGinness Academy, school put on lockdown after man carrying shotgun seen walking down road",NA,NA,suspect,unharmed,NA
525042,2016-03-19,Virginia,Charlottesville,200 block of 3rd Street NE,0,0,0,0,1,Shots Fired - No Injuries,"downtown between East Market Street and East Jefferson Street, shots fired",male,26,suspect,unharmed,26
524433,2016-03-17,Virginia,Charlottesville,500 block of Caroline Avenue,0,0,0,0,0,Shots Fired - No Injuries,shots fired at occupied duplex,NA,NA,suspect,unharmed,NA
524436,2016-03-12,Virginia,Charlottesville,5th Street,0,0,0,0,1,Shots Fired - No Injuries,man took gun out when bystanders tried to help another man he had hit with beer bottle then kicked unconscious,male,21,suspect,unharmed,21
520719,2016-03-10,Virginia,Charlottesville,700 block of Prospect Avenue,0,0,0,0,0,Shots Fired - No Injuries,shots fired in neighborhood hit apartment building and window on nearby Bailey Road,NA,NA,suspect,unharmed,NA
500362,2016-02-05,Virginia,Charlottesville,700 block of Prospect Avenue,0,0,0,0,0,Shots Fired - No Injuries,shots fired at man hit some cars,NA,NA,suspect,unharmed,NA
489875,2016-01-20,Virginia,Charlottesville,1920 Arden Creek Pl,0,0,0,0,1,Non-Shooting Incident; Drug involvement,"guns and drugs seized in search warrant at apartment, six firearms include AK-47 assault rifle",male,23,suspect,unharmed,23
478477,2016-01-03,Virginia,Charlottesville,2500 block of Jefferson Park Avenue,0,0,0,0,1,Non-Shooting Incident; Officer Involved Incident; Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff; Domestic Violence; Possession of gun by felon or prohibited person,"near Fry's Spring Beach Club, man who threatened girlfriend with gun barricaded himself inside his home, posted video of police standoff several hours, handgun",male,25,suspect,unharmed,25
473973,2015-12-25,Virginia,Charlottesville,400 block of Garrett Street,0,1,0,0,0,Shot - Wounded/Injured,man shot,male,26,victim,injured,26
469354,2015-12-20,Virginia,Charlottesville,1400 block of University Avenue,0,0,0,0,0,Shots Fired - No Injuries; School Incident; School Shooting - university/college,"Minor Court parking lot, shots fired, university sent out active shooter alert ordering people to shelter in place; casings recover on scene",NA,NA,suspect,unharmed,NA
469381,2015-12-17,Virginia,Charlottesville,2112 West Main Street,0,0,0,0,1,Non-Shooting Incident; Drug involvement; Possession of gun by felon or prohibited person,"man wanted on probation violation came out back motel window armed with two handguns before foot chase through downtown, 9mm and 22 caliber and drugs found",male,28,suspect,unharmed,28
453395,2015-11-25,Virginia,Charlottesville,7 1/2 St SW and Prospect Avenue,0,1,0,0,0,Shot - Wounded/Injured,man shot,male,19,victim,injured,19
452075,2015-11-21,Virginia,Charlottesville,908 South 1st Street,1,0,0,0,2,"Shot - Dead (murder, accidental, or suicide); Home Invasion; Home Invasion - Resident killed","off Elliott Avenue across from Oakwood Cemetery and Mount Zion First African Baptist Church, home invasion robbery, resident shot and killed in brief struggle",male,31,victim,killed,31
452075,2015-11-21,Virginia,Charlottesville,908 South 1st Street,1,0,0,0,2,"Shot - Dead (murder, accidental, or suicide); Home Invasion; Home Invasion - Resident killed","off Elliott Avenue across from Oakwood Cemetery and Mount Zion First African Baptist Church, home invasion robbery, resident shot and killed in brief struggle",male,26,suspect,unharmed,26
452075,2015-11-21,Virginia,Charlottesville,908 South 1st Street,1,0,0,0,2,"Shot - Dead (murder, accidental, or suicide); Home Invasion; Home Invasion - Resident killed","off Elliott Avenue across from Oakwood Cemetery and Mount Zion First African Baptist Church, home invasion robbery, resident shot and killed in brief struggle",male,26,suspect,unharmed,26
437138,2015-10-24,Virginia,Charlottesville,Hardy Drive,0,0,0,0,3,Shots Fired - No Injuries; Drug involvement; Possession of gun by felon or prohibited person,"shots fired, two firearms found inside car",male,33,suspect,unharmed,33
437138,2015-10-24,Virginia,Charlottesville,Hardy Drive,0,0,0,0,3,Shots Fired - No Injuries; Drug involvement; Possession of gun by felon or prohibited person,"shots fired, two firearms found inside car",male,42,suspect,unharmed,42
437138,2015-10-24,Virginia,Charlottesville,Hardy Drive,0,0,0,0,3,Shots Fired - No Injuries; Drug involvement; Possession of gun by felon or prohibited person,"shots fired, two firearms found inside car",male,34,suspect,unharmed,34
425776,2015-10-03,Virginia,Charlottesville,800 block of Dale Avenue,0,0,0,0,1,Shots Fired - No Injuries,man fired shot at another man during argument,male,54,suspect,unharmed,54
419487,2015-09-24,Virginia,Charlottesville,100 block of Wahoo Way,0,1,0,0,2,Shot - Wounded/Injured,man shot at apartment complex,male,30,suspect,unharmed,30
419487,2015-09-24,Virginia,Charlottesville,100 block of Wahoo Way,0,1,0,0,2,Shot - Wounded/Injured,man shot at apartment complex,male,30,suspect,unharmed,30
419487,2015-09-24,Virginia,Charlottesville,100 block of Wahoo Way,0,1,0,0,2,Shot - Wounded/Injured,man shot at apartment complex,male,NA,victim,injured,NA
418996,2015-09-22,Virginia,Charlottesville,2400 block of Brook Rd,0,0,0,0,1,Non-Shooting Incident; Road rage,"near Greenbrier Elementary School, man brandished pistol in attempt to slow down driver with machete around a city elementary school",male,42,suspect,unharmed,42
407742,2015-09-03,Virginia,Charlottesville,1500 block of Carlton Avenue,1,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)",man shot and killed inside his mobile park home,male,31,victim,killled,31
397516,2015-08-11,Virginia,Charlottesville,800 block of Monticello Road,0,0,0,0,0,Shots Fired - No Injuries,"Belmont neighborhood, shots fired",NA,NA,suspect,unharmed,NA
389038,2015-08-06,Virginia,Charlottesville,800 block of Prospect Avenue,0,1,0,0,0,Shot - Wounded/Injured,man shot,male,28,victim,injured,28
386878,2015-08-01,Virginia,Charlottesville,400 block of McIntire Road,0,0,0,0,2,Shots Fired - No Injuries; Road rage,shots fired in front of office building also struck occupied house during road rage car chase before one crashed in 500 block of Hillsdale Drive,male,18,suspect,unharmed,18
386878,2015-08-01,Virginia,Charlottesville,400 block of McIntire Road,0,0,0,0,2,Shots Fired - No Injuries; Road rage,shots fired in front of office building also struck occupied house during road rage car chase before one crashed in 500 block of Hillsdale Drive,male,18,suspect,unharmed,18
386857,2015-07-31,Virginia,Charlottesville,800 block of Orangedale Avenue,0,0,0,0,0,Shots Fired - No Injuries,shots fired hit occupied homem also hit car along 800 block of Prospect Avenue,NA,NA,suspect,unharmed,NA
379741,2015-07-21,Virginia,Charlottesville,3900 block of Riverview Ln,0,1,0,0,1,Shot - Wounded/Injured; Domestic Violence,"off Route 29 north, man shot at private residence",male,Adult 18+,victim,injured,NA
379741,2015-07-21,Virginia,Charlottesville,3900 block of Riverview Ln,0,1,0,0,1,Shot - Wounded/Injured; Domestic Violence,"off Route 29 north, man shot at private residence",female,27,suspect,unharmed,27
364215,2015-06-25,Virginia,Charlottesville,200 block of 10th Street NW,0,1,0,0,1,Shot - Wounded/Injured,man shot shot lying in street,male,22,suspect,unharmed,22
364215,2015-06-25,Virginia,Charlottesville,200 block of 10th Street NW,0,1,0,0,1,Shot - Wounded/Injured,man shot shot lying in street,male,33,victim,injured,33
299885,2015-02-28,Virginia,Charlottesville,700 block of 6th Street Southeast,0,0,0,0,0,Shots Fired - No Injuries; Defensive Use; Defensive Use - Victim stops crime; Armed robbery with injury/death and/or evidence of DGU found,gunfire exchanged during attempted robbery,NA,NA,suspect,unharmed,NA
223807,2014-11-20,Virginia,Charlottesville,1309 Wertland Street,1,0,0,0,0,"Shot - Dead (murder, accidental, or suicide); Suicide^",NA,male,20,victim,killed,20
222331,2014-11-16,Virginia,Charlottesville,900 block of Fifth Street SW,0,0,0,0,0,Shots Fired - No Injuries,shots fired into occupied house from outside,NA,NA,suspect,unharmed,NA
213472,2014-10-30,Virginia,Charlottesville,1000 block of Altavista Avenue,0,1,0,0,0,Shot - Wounded/Injured; Home Invasion; Home Invasion - Resident injured; Armed robbery with injury/death and/or evidence of DGU found,woman shot during home invasion robbery,male,Adult 18+,suspect,unharmed,NA
213472,2014-10-30,Virginia,Charlottesville,1000 block of Altavista Avenue,0,1,0,0,0,Shot - Wounded/Injured; Home Invasion; Home Invasion - Resident injured; Armed robbery with injury/death and/or evidence of DGU found,woman shot during home invasion robbery,female,Adult 18+,victim,injured,NA
200697,2014-05-17,Virginia,Charlottesville,Hardy Drive,1,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)",man shot and killed,male,36,victim,killed,36
200697,2014-05-17,Virginia,Charlottesville,Hardy Drive,1,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)",man shot and killed,male,39,suspect,unharmed,39
